ticket_id,text,text_clean,category,language,channel,annotator_confidence
LBL-02484,THE PASSWORD RESET LINK E NO DEY WORK. I'VE TRIED 10 TIMES!!!,THE PASSWORD RESET LINK E NO DEY WORK. I'VE TRIED 10 TIMES!!!,technical,mixed,email,0.73
LBL-04077,I have been a customer for 4 years and the quality is declining.,I have been a customer for 4 years and the quality is declining.,feedback,en,email,0.84
LBL-02371,The search function returns no results even for obvious queries.,The search function returns no results even for obvious queries.,technical,en,social,0.77
LBL-04839,This thing don do. Una don waste my time for 10 days.,This thing don do. Una don waste my time for 10 days.,abuse,pcm,social,0.95
LBL-00034,Two-factor authentication is not working on my account.,Two-factor authentication is not working on my account.,account,en,email,0.9
LBL-03790,THE DELIVERY DRIVER DID NOT KNOCK — JUST MARKED IT AS DELIVERED.,THE DELIVERY DRIVER DID NOT KNOCK — JUST MARKED IT AS DELIVERED.,delivery,en,chat,0.79
LBL-01021,I cannot access my account. The password reset email never arrives.,I cannot access my account. The password reset email never arrives.,account,en,social,0.95
LBL-01648,My payment keeps failing even though my card is valid!!!,My payment keeps failing even though my card is valid!!!,billing,en,chat,0.79
LBL-00734,Two-factor authentication is not working on my account!!!,Two-factor authentication is not working on my account!!!,account,en,social,0.82
LBL-04583,Your help centre articles are outdated and not helpful.,Your help centre articles are outdated and not helpful.,feedback,en,email,0.84
LBL-03275,My package was delivered to the wrong address. 😭,My package was delivered to the wrong address. 😭,delivery,en,chat,0.87
LBL-01621,My discount code was not applied at checkout. I paid full price.,My discount code was not applied at checkout. I paid full price.,billing,en,email,0.94
LBL-03136,Mi ò gbọ́ àwọn ìfitónilétí mọ́ lẹ́yìn ìmúdójúìwọ̀n!!!,Mi ò gbọ́ àwọn ìfitónilétí mọ́ lẹ́yìn ìmúdójúìwọ̀n!!!,technical,yo,email,0.77
LBL-02690,The app dey crash every time I open am for my iPhone 14.,The app dey crash every time I open am for my iPhone 14.,technical,pcm,chat,0.98
LBL-02708,This is unacceptable! 1 days and my issue has not been resolved.,This is unacceptable! 1 days and my issue has not been resolved.,technical,mixed,social,0.78
LBL-00298,I am unable to change my registered email address. 🤬🤬,I am unable to change my registered email address. 🤬🤬,account,en,social,0.81
LBL-02340,The dark mode setting does not save between sessions. 💔💔,The dark mode setting does not save between sessions. 💔💔,technical,en,email,0.82
LBL-00654,I cannot reset my password. The link expires immediately.,I cannot reset my password. The link expires immediately.,account,en,email,0.74
LBL-03775,My parcel arrived damaged. I need a replacement or refund.,My parcel arrived damaged. I need a replacement or refund.,delivery,en,chat,0.73
LBL-01256,"ABEG REFUND MY ₦50,000 — THE SERVICE I PAID FOR WAS NOT DELIVERED.","ABEG REFUND MY ₦50,000 — THE SERVICE I PAID FOR WAS NOT DELIVERED.",billing,mixed,email,0.73
LBL-04521,My tracking shows delivered but nothing arrived at my address.,My tracking shows delivered but nothing arrived at my address.,feedback,mixed,email,0.89
LBL-00231,Una system block my account. I never do anything wrong.,Una system block my account. I never do anything wrong.,account,pcm,email,0.9
LBL-03277,My parcel arrived damaged. I need a replacement or refund!!!,My parcel arrived damaged. I need a replacement or refund!!!,delivery,en,chat,0.89
LBL-03231,The delivery driver did not knock — just marked it as delivered.,The delivery driver did not knock — just marked it as delivered.,delivery,en,chat,0.9
LBL-00692,My account shows 'suspended' but I have done nothing wrong.,My account shows 'suspended' but I have done nothing wrong.,account,en,social,0.9
LBL-02755,Notifications stopped working after the last update. 😤😤,Notifications stopped working after the last update. 😤😤,technical,en,email,0.78
LBL-04864,This thing don do. Una don waste my time for 11 days!!!,This thing don do. Una don waste my time for 11 days!!!,abuse,pcm,social,0.91
LBL-00970,I cannot access my account. The password reset email never arrives.,I cannot access my account. The password reset email never arrives.,account,en,email,0.88
LBL-00634,I am unable to change my registered email address!!!,I am unable to change my registered email address!!!,account,en,email,0.78
LBL-04093,The product is excellent but the mobile app needs improvement.,The product is excellent but the mobile app needs improvement.,feedback,en,email,0.78
LBL-04078,PLEASE ADD DARK MODE — MANY USERS HAVE BEEN ASKING FOR THIS!!!,PLEASE ADD DARK MODE — MANY USERS HAVE BEEN ASKING FOR THIS!!!,feedback,pcm,chat,0.93
LBL-01322,My bank shows a charge from your company but I have no receipt.,My bank shows a charge from your company but I have no receipt.,billing,en,email,0.78
LBL-01832,I was charged the annual rate instead of monthly. Please correct this. 😠,I was charged the annual rate instead of monthly. Please correct this. 😠,billing,en,email,0.95
LBL-02179,"My invoice shows ₦25,000 but we agreed on ₦4,500!!!","My invoice shows ₦25,000 but we agreed on ₦4,500!!!",billing,en,email,0.93
LBL-01418,My payment keeps failing even though my card is valid.,My payment keeps failing even though my card is valid.,billing,en,chat,0.86
LBL-01783,MY DISCOUNT CODE NO WORK AT CHECKOUT. I PAY FULL PRICE.,MY DISCOUNT CODE NO WORK AT CHECKOUT. I PAY FULL PRICE.,billing,pcm,chat,0.81
LBL-04716,You are thieves. I am reporting you to the consumer protection agency. 💔,You are thieves. I am reporting you to the consumer protection agency. 💔,abuse,en,chat,0.93
LBL-04702,Your staff are incompetent and rude. I am done with this company.,Your staff are incompetent and rude. I am done with this company.,abuse,en,email,0.81
LBL-04119,The pricing is too high compared to your competitors. abeg,The pricing is too high compared to your competitors. abeg,feedback,pcm,email,0.76
LBL-01653,My payment dey fail but my card dey work. Wetin dey happen?,My payment dey fail but my card dey work. Wetin dey happen?,billing,pcm,chat,0.85
LBL-01484,I was charged the annual rate instead of monthly. Please correct this.,I was charged the annual rate instead of monthly. Please correct this.,billing,en,email,0.88
LBL-02276,The search function returns no results even for obvious queries.,The search function returns no results even for obvious queries.,technical,en,chat,0.99
LBL-00878,I no fit change my email for account settings. System dey give error.,I no fit change my email for account settings. System dey give error.,account,pcm,email,0.76
LBL-03526,The estimated delivery date has been pushed back three times.,The estimated delivery date has been pushed back three times.,delivery,en,email,0.89
LBL-02017,My subscription don cancel since 8 days but una still dey collect money!!!,My subscription don cancel since 8 days but una still dey collect money!!!,billing,pcm,email,0.89
LBL-00427,Two-factor code no dey reach my phone. I no fit login.,Two-factor code no dey reach my phone. I no fit login.,account,pcm,chat,0.93
LBL-00627,The app dey crash every time on my Android 13. Very frustrating. 🙏,The app dey crash every time on my Android 13. Very frustrating. 🙏,account,mixed,chat,0.84
LBL-01590,I cancelled my subscription 3 days ago but was still charged.,I cancelled my subscription 3 days ago but was still charged.,billing,en,social,0.73
LBL-02224,The website does not load on Edge. I have cleared my cache. 😰😰,The website does not load on Edge. I have cleared my cache. 😰😰,technical,en,email,0.78
LBL-02218,Video calls keep dropping after 6 minutes.,Video calls keep dropping after 6 minutes.,technical,en,email,0.77
LBL-04484,The onboarding process was smooth and the product works well!!!,The onboarding process was smooth and the product works well!!!,feedback,en,chat,0.76
LBL-01486,My bank shows a charge from your company but I have no receipt.,My bank shows a charge from your company but I have no receipt.,billing,en,email,0.95
LBL-01740,THIS IS UNACCEPTABLE! 1 DAYS AND MY ISSUE HAS NOT BEEN RESOLVED.,THIS IS UNACCEPTABLE! 1 DAYS AND MY ISSUE HAS NOT BEEN RESOLVED.,billing,mixed,email,0.87
LBL-02481,The app is extremely slow — every action takes 15 seconds.,The app is extremely slow — every action takes 15 seconds.,technical,en,chat,0.78
LBL-02585,I cannot download my data export. The link says 'file not found'.,I cannot download my data export. The link says 'file not found'.,technical,en,social,0.82
LBL-02894,Video calls keep dropping after 5 minutes.,Video calls keep dropping after 5 minutes.,technical,en,chat,0.87
LBL-00150,I AM UNABLE TO CHANGE MY REGISTERED EMAIL ADDRESS. 👎,I AM UNABLE TO CHANGE MY REGISTERED EMAIL ADDRESS. 👎,account,en,email,0.88
LBL-00677,I cannot reset my password. The link expires immediately. ❌❌,I cannot reset my password. The link expires immediately. ❌❌,account,en,chat,0.81
LBL-01262,Ẹ jọ̀ọ́ dahùn sí ìbéèrè mi ní kíákíá.,Ẹ jọ̀ọ́ dahùn sí ìbéèrè mi ní kíákíá.,billing,yo,chat,0.83
LBL-04918,You are thieves. I am reporting you to the consumer protection agency!!!,You are thieves. I am reporting you to the consumer protection agency!!!,abuse,en,chat,0.95
LBL-00013,My account shows 'suspended' but I have done nothing wrong.,My account shows 'suspended' but I have done nothing wrong.,account,en,email,0.88
LBL-01834,The password reset link e no dey work. I've tried 4 times.,The password reset link e no dey work. I've tried 4 times.,billing,mixed,email,1.0
LBL-03249,The estimated delivery date has been pushed back three times.,The estimated delivery date has been pushed back three times.,delivery,en,email,0.75
LBL-01492,My subscription don cancel since 6 days but una still dey collect money.,My subscription don cancel since 6 days but una still dey collect money.,billing,pcm,chat,0.84
LBL-02728,"I cancelled my subscription but una still charge ₦25,000 this month. 💔💔","I cancelled my subscription but una still charge ₦25,000 this month. 💔💔",technical,mixed,email,0.84
LBL-03687,I received the wrong item in my order ORD-262295.,I received the wrong item in my order ORD-262295.,delivery,en,chat,0.99
LBL-01425,I cancelled my subscription 10 days ago but was still charged.,I cancelled my subscription 10 days ago but was still charged.,billing,en,email,0.84
LBL-04606,THE WORST COMPANY I HAVE EVER DEALT WITH. ABSOLUTELY DISGUSTING.,THE WORST COMPANY I HAVE EVER DEALT WITH. ABSOLUTELY DISGUSTING.,abuse,en,email,0.99
LBL-04596,Your customer service team resolved my issue quickly. Very happy.,Your customer service team resolved my issue quickly. Very happy.,feedback,en,email,0.76
LBL-00732,Two-factor authentication is not working on my account.,Two-factor authentication is not working on my account.,account,en,email,0.86
LBL-01232,My payment keeps failing even though my card is valid.,My payment keeps failing even though my card is valid.,billing,en,email,0.83
LBL-01635,"I was charged ₦50,000 twice this month. Please reverse one charge.","I was charged ₦50,000 twice this month. Please reverse one charge.",billing,en,email,0.74
LBL-03937,Please add dark mode — many users have been asking for this!!!,Please add dark mode — many users have been asking for this!!!,feedback,en,email,0.79
LBL-01211,"MY INVOICE SHOWS ₦50,000 BUT WE AGREED ON ₦20,000.","MY INVOICE SHOWS ₦50,000 BUT WE AGREED ON ₦20,000.",billing,en,chat,0.77
LBL-03269,My parcel arrived damaged. I need a replacement or refund.,My parcel arrived damaged. I need a replacement or refund.,delivery,en,email,0.81
