post_id,text,language,sentiment,city,platform,date
SNT-00288,The new update fixed all my issues. Great improvement.,en,positive,Abuja,instagram,2025-06-02
SNT-00289,E don fix. Una be the best! Thank you so much.,pcm,positive,Abuja,instagram,2025-06-08
SNT-00290,This is the worst customer service I have ever experienced.,en,negative,Lagos,facebook,2025-06-13
SNT-00291,The new update fixed all my issues. Great improvement.,en,positive,Abuja,twitter,2025-06-21
SNT-00292,I was told to wait 7 days. It has now been 7 days.,en,neutral,Lagos,twitter,2025-06-23
SNT-00293,I have submitted the required documents as requested.,pcm,neutral,Lagos,instagram,2025-06-04
SNT-00294,This is the worst customer service I have ever experienced.,pcm,negative,Lagos,instagram,2025-06-15
SNT-00295,Abeg I don tire. 10 days of nothing.,mixed,negative,Lagos,twitter,2025-06-07
SNT-00296,Still waiting. No response. Very frustrated.,en,negative,Lagos,twitter,2025-06-15
SNT-00297,I am very disappointed with the level of service here.,yo,negative,Port Harcourt,instagram,2025-06-07
SNT-00298,Please let me know the status of my request.,en,neutral,Kano,instagram,2025-06-28
SNT-00299,My ticket number is ORD-509079. Awaiting your response.,en,neutral,Lagos,twitter,2025-06-08
SNT-00300,Terrible experience from start to finish. Will not return.,en,negative,Lagos,twitter,2025-06-11
SNT-00301,The new update fixed all my issues. Great improvement.,pcm,positive,Lagos,instagram,2025-06-19
SNT-00302,My ticket number is ORD-841419. Awaiting your response.,en,neutral,Lagos,facebook,2025-06-20
SNT-00303,My ticket number is ORD-471692. Awaiting your response.,mixed,neutral,Abuja,twitter,2025-06-04
SNT-00304,This service has gone downhill. 8 years customer and this?,en,negative,Abuja,instagram,2025-06-08
SNT-00305,I am very disappointed with the level of service here.,en,negative,Port Harcourt,twitter,2025-06-25
SNT-00306,Ìṣòro mi ti yanjú. Mo dúpẹ́ lọ́wọ́ yín.,mixed,positive,Abuja,instagram,2025-06-22
SNT-00307,Still not resolved after 8 days. This is unacceptable.,pcm,negative,Abuja,instagram,2025-06-25
SNT-00308,Terrible experience from start to finish. Will not return.,en,negative,Kano,instagram,2025-06-28
SNT-00309,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Lagos,instagram,2025-06-28
SNT-00310,I am following up on my complaint from 13 days ago.,pcm,neutral,Ibadan,facebook,2025-06-12
SNT-00311,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Kano,twitter,2025-06-28
SNT-00312,Still waiting. No response. Very frustrated.,en,negative,Lagos,instagram,2025-06-17
SNT-00313,Outstanding customer support. Will definitely recommend.,en,positive,Lagos,instagram,2025-06-22
SNT-00314,Abeg I don tire. 14 days of nothing.,en,negative,Lagos,instagram,2025-06-18
SNT-00315,This is the worst customer service I have ever experienced.,en,negative,Abuja,instagram,2025-06-04
SNT-00316,Finally sorted! The agent was very professional and helpful.,en,positive,Lagos,twitter,2025-06-20
SNT-00317,Still waiting. No response. Very frustrated.,en,negative,Lagos,twitter,2025-06-28
SNT-00318,The issue was resolved very quickly. Excellent service.,yo,positive,Lagos,twitter,2025-06-01
SNT-00319,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,pcm,negative,Lagos,facebook,2025-06-26
SNT-00320,Please let me know the status of my request.,en,neutral,Abuja,twitter,2025-06-16
SNT-00321,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Lagos,twitter,2025-06-17
SNT-00322,I was told to wait 5 days. It has now been 5 days.,pcm,neutral,Lagos,instagram,2025-06-30
SNT-00323,Still waiting. No response. Very frustrated.,pcm,negative,Lagos,twitter,2025-06-30
SNT-00324,Terrible experience from start to finish. Will not return.,en,negative,Port Harcourt,facebook,2025-06-22
SNT-00325,Terrible experience from start to finish. Will not return.,en,negative,Abuja,twitter,2025-06-30
SNT-00326,Outstanding customer support. Will definitely recommend.,en,positive,Lagos,facebook,2025-06-20
SNT-00327,I have submitted the required documents as requested.,yo,neutral,Abuja,twitter,2025-06-23
SNT-00328,My complaint has been ignored for 10 days.,pcm,negative,Kano,instagram,2025-06-28
SNT-00329,Very smooth experience. The app works perfectly now.,en,positive,Kano,twitter,2025-06-04
SNT-00330,Ìṣòro mi ti yanjú. Mo dúpẹ́ lọ́wọ́ yín.,mixed,positive,Lagos,instagram,2025-06-02
SNT-00331,This service has gone downhill. 6 years customer and this?,pcm,negative,Lagos,instagram,2025-06-24
SNT-00332,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Port Harcourt,facebook,2025-06-12
SNT-00333,The new update fixed all my issues. Great improvement.,en,positive,Lagos,twitter,2025-06-21
SNT-00334,Terrible experience from start to finish. Will not return.,en,negative,Kano,instagram,2025-06-28
SNT-00335,Still not resolved after 2 days. This is unacceptable.,pcm,negative,Kano,twitter,2025-06-24
SNT-00336,Outstanding customer support. Will definitely recommend.,en,positive,Port Harcourt,twitter,2025-06-04
SNT-00337,I am following up on my complaint from 8 days ago.,en,neutral,Kano,twitter,2025-06-04
SNT-00338,Finally sorted! The agent was very professional and helpful.,mixed,positive,Port Harcourt,twitter,2025-06-21
SNT-00339,I am following up on my complaint from 9 days ago.,en,neutral,Lagos,twitter,2025-06-15
SNT-00340,I am following up on my complaint from 3 days ago.,en,neutral,Lagos,twitter,2025-06-28
SNT-00341,This service has gone downhill. 2 years customer and this?,mixed,negative,Lagos,instagram,2025-06-04
SNT-00342,Terrible experience from start to finish. Will not return.,en,negative,Kano,twitter,2025-06-24
SNT-00343,This service has gone downhill. 4 years customer and this?,en,negative,Abuja,instagram,2025-06-02
SNT-00344,My complaint has been ignored for 4 days.,en,negative,Port Harcourt,twitter,2025-06-12
SNT-00345,Still waiting. No response. Very frustrated.,en,negative,Abuja,facebook,2025-06-20
SNT-00346,Terrible experience from start to finish. Will not return.,en,negative,Lagos,twitter,2025-06-10
SNT-00347,Una don receive my email? I need status update.,en,neutral,Lagos,twitter,2025-06-08
SNT-00348,Terrible experience from start to finish. Will not return.,en,negative,Abuja,facebook,2025-06-26
SNT-00349,I have submitted the required documents as requested.,en,neutral,Lagos,twitter,2025-06-02
SNT-00350,Still waiting. No response. Very frustrated.,pcm,negative,Kano,twitter,2025-06-08
SNT-00351,Still waiting. No response. Very frustrated.,en,negative,Abuja,facebook,2025-06-09
SNT-00352,The new update fixed all my issues. Great improvement.,en,positive,Ibadan,twitter,2025-06-10
SNT-00353,E don fix. Una be the best! Thank you so much.,en,positive,Kano,facebook,2025-06-23
SNT-00354,Still waiting. No response. Very frustrated.,pcm,negative,Kano,instagram,2025-06-21
SNT-00355,My ticket number is ORD-115645. Awaiting your response.,en,neutral,Lagos,instagram,2025-06-28
SNT-00356,Still not resolved after 11 days. This is unacceptable.,en,negative,Kano,twitter,2025-06-04
SNT-00357,I am very disappointed with the level of service here.,en,negative,Lagos,facebook,2025-06-27
SNT-00358,Finally sorted! The agent was very professional and helpful.,en,positive,Lagos,twitter,2025-06-05
SNT-00359,I am impressed by how fast the team responded to my complaint.,en,positive,Lagos,twitter,2025-06-11
SNT-00360,I have submitted the required documents as requested.,pcm,neutral,Ibadan,twitter,2025-06-16
SNT-00361,Very smooth experience. The app works perfectly now.,pcm,positive,Lagos,twitter,2025-06-18
SNT-00362,This service has gone downhill. 6 years customer and this?,en,negative,Lagos,twitter,2025-06-15
SNT-00363,The issue was resolved very quickly. Excellent service.,en,positive,Kano,twitter,2025-06-25
SNT-00364,Abeg I don tire. 2 days of nothing.,mixed,negative,Lagos,twitter,2025-06-24
SNT-00365,My ticket number is ORD-799929. Awaiting your response.,pcm,neutral,Lagos,twitter,2025-06-28
SNT-00366,I am very disappointed with the level of service here.,mixed,negative,Lagos,twitter,2025-06-22
SNT-00367,Can you confirm whether the issue has been escalated?,en,neutral,Lagos,twitter,2025-06-15
SNT-00368,The issue was resolved very quickly. Excellent service.,en,positive,Kano,instagram,2025-06-05
SNT-00369,Una don receive my email? I need status update.,en,neutral,Abuja,twitter,2025-06-09
SNT-00370,I was told to wait 9 days. It has now been 9 days.,en,neutral,Lagos,facebook,2025-06-07
SNT-00371,Abeg I don tire. 10 days of nothing.,en,negative,Lagos,twitter,2025-06-05
SNT-00372,I was told to wait 4 days. It has now been 4 days.,yo,neutral,Lagos,twitter,2025-06-07
SNT-00373,Still not resolved after 9 days. This is unacceptable.,en,negative,Ibadan,twitter,2025-06-04
SNT-00374,Requesting update on the refund process for order ORD-474797.,pcm,neutral,Lagos,twitter,2025-06-04
SNT-00375,I am impressed by how fast the team responded to my complaint.,pcm,positive,Lagos,twitter,2025-06-09
SNT-00376,Finally sorted! The agent was very professional and helpful.,en,positive,Lagos,twitter,2025-06-15
SNT-00377,I have submitted the required documents as requested.,en,neutral,Lagos,facebook,2025-06-07
SNT-00378,I have submitted the required documents as requested.,en,neutral,Ibadan,instagram,2025-06-07
SNT-00379,This is the worst customer service I have ever experienced.,en,negative,Abuja,twitter,2025-06-12
SNT-00380,The new update fixed all my issues. Great improvement.,en,positive,Lagos,facebook,2025-06-12
SNT-00381,I was told to wait 4 days. It has now been 4 days.,en,neutral,Kano,instagram,2025-06-19
SNT-00382,Terrible experience from start to finish. Will not return.,en,negative,Port Harcourt,twitter,2025-06-25
SNT-00383,I am impressed by how fast the team responded to my complaint.,en,positive,Lagos,instagram,2025-06-06
SNT-00384,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Abuja,twitter,2025-06-30
SNT-00385,My refund arrived. Thank you for the quick turnaround.,en,positive,Lagos,instagram,2025-06-07
SNT-00386,Still waiting. No response. Very frustrated.,en,negative,Lagos,instagram,2025-06-10
SNT-00387,Abeg e don work now. Una try well well. God bless.,pcm,positive,Port Harcourt,twitter,2025-06-23
SNT-00388,This service has gone downhill. 4 years customer and this?,en,negative,Lagos,twitter,2025-06-02
SNT-00389,Still not resolved after 11 days. This is unacceptable.,en,negative,Lagos,twitter,2025-06-22
SNT-00390,The new update fixed all my issues. Great improvement.,en,positive,Abuja,twitter,2025-06-08
SNT-00391,I was told to wait 5 days. It has now been 5 days.,en,neutral,Lagos,twitter,2025-06-13
SNT-00392,Terrible experience from start to finish. Will not return.,pcm,negative,Lagos,twitter,2025-06-09
SNT-00393,This service has gone downhill. 4 years customer and this?,en,negative,Abuja,instagram,2025-06-20
SNT-00394,Ìṣòro mi ti yanjú. Mo dúpẹ́ lọ́wọ́ yín.,en,positive,Kano,facebook,2025-06-19
SNT-00395,E don fix. Una be the best! Thank you so much.,en,positive,Kano,twitter,2025-06-08
SNT-00396,This service has gone downhill. 2 years customer and this?,en,negative,Lagos,instagram,2025-06-23
SNT-00397,Terrible experience from start to finish. Will not return.,en,negative,Abuja,instagram,2025-06-05
SNT-00398,Can you confirm whether the issue has been escalated?,mixed,neutral,Lagos,twitter,2025-06-29
SNT-00399,My complaint has been ignored for 7 days.,pcm,negative,Kano,instagram,2025-06-26
SNT-00400,Terrible experience from start to finish. Will not return.,en,negative,Port Harcourt,twitter,2025-06-27
SNT-00401,Still not resolved after 10 days. This is unacceptable.,en,negative,Lagos,facebook,2025-06-29
SNT-00402,This service has gone downhill. 6 years customer and this?,pcm,negative,Abuja,twitter,2025-06-22
SNT-00403,E don fix. Una be the best! Thank you so much.,en,positive,Abuja,twitter,2025-06-17
SNT-00404,Abeg I don tire. 14 days of nothing.,en,negative,Port Harcourt,twitter,2025-06-06
SNT-00405,My complaint has been ignored for 9 days.,mixed,negative,Lagos,facebook,2025-06-24
SNT-00406,Una don receive my email? I need status update.,en,neutral,Port Harcourt,twitter,2025-06-27
SNT-00407,The new update fixed all my issues. Great improvement.,en,positive,Ibadan,instagram,2025-06-12
SNT-00408,Ìṣòro mi ti yanjú. Mo dúpẹ́ lọ́wọ́ yín.,pcm,positive,Kano,facebook,2025-06-18
SNT-00409,Requesting update on the refund process for order ORD-174396.,en,neutral,Abuja,facebook,2025-06-07
SNT-00410,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,pcm,negative,Port Harcourt,facebook,2025-06-14
SNT-00411,The issue was resolved very quickly. Excellent service.,en,positive,Lagos,facebook,2025-06-23
SNT-00412,Can you confirm whether the issue has been escalated?,en,neutral,Ibadan,instagram,2025-06-15
SNT-00413,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Lagos,facebook,2025-06-01
SNT-00414,Finally sorted! The agent was very professional and helpful.,pcm,positive,Lagos,twitter,2025-06-05
SNT-00415,Still not resolved after 9 days. This is unacceptable.,pcm,negative,Lagos,twitter,2025-06-17
SNT-00416,This is the worst customer service I have ever experienced.,en,negative,Abuja,twitter,2025-06-12
SNT-00417,Abeg e don work now. Una try well well. God bless.,pcm,positive,Kano,facebook,2025-06-18
SNT-00418,My ticket number is ORD-607229. Awaiting your response.,en,neutral,Port Harcourt,twitter,2025-06-10
SNT-00419,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Kano,facebook,2025-06-06
SNT-00420,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Lagos,twitter,2025-06-23
SNT-00421,This service has gone downhill. 2 years customer and this?,mixed,negative,Lagos,facebook,2025-06-04
SNT-00422,Abeg I don tire. 14 days of nothing.,pcm,negative,Lagos,twitter,2025-06-14
SNT-00423,Una don receive my email? I need status update.,en,neutral,Lagos,facebook,2025-06-17
SNT-00424,Finally sorted! The agent was very professional and helpful.,en,positive,Port Harcourt,twitter,2025-06-04
SNT-00425,Ìṣòro mi ti yanjú. Mo dúpẹ́ lọ́wọ́ yín.,en,positive,Ibadan,twitter,2025-06-25
SNT-00426,Outstanding customer support. Will definitely recommend.,mixed,positive,Lagos,facebook,2025-06-21
SNT-00427,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Abuja,twitter,2025-06-19
SNT-00428,This is the worst customer service I have ever experienced.,en,negative,Abuja,facebook,2025-06-15
SNT-00429,I was told to wait 4 days. It has now been 4 days.,en,neutral,Port Harcourt,twitter,2025-06-26
SNT-00430,Very smooth experience. The app works perfectly now.,pcm,positive,Abuja,twitter,2025-06-02
SNT-00431,My refund arrived. Thank you for the quick turnaround.,en,positive,Abuja,twitter,2025-06-01
SNT-00432,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Kano,twitter,2025-06-01
SNT-00433,The issue was resolved very quickly. Excellent service.,pcm,positive,Kano,twitter,2025-06-30
SNT-00434,E don fix. Una be the best! Thank you so much.,pcm,positive,Kano,twitter,2025-06-18
SNT-00435,Abeg e don work now. Una try well well. God bless.,en,positive,Abuja,instagram,2025-06-17
SNT-00436,My ticket number is ORD-100000. Awaiting your response.,en,neutral,Abuja,twitter,2025-06-03
SNT-00437,This service has gone downhill. 4 years customer and this?,pcm,negative,Lagos,instagram,2025-06-09
SNT-00438,Abeg I don tire. 2 days of nothing.,en,negative,Lagos,twitter,2025-06-13
SNT-00439,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Kano,instagram,2025-06-18
